model,min_df,ngram_range,binary,cleaning_type,accuracy,classification_report,confusion_matrix,vocabulary_size
Logistic Regression (L2),15,Unigrama + Bigrama,False,Nenhuma,0.8285714285714286,"{'Non SCR': {'precision': 0.8543371522094927, 'recall': 0.9439421338155516, 'f1-score': 0.8969072164948454, 'support': 553.0}, 'SCR': {'precision': 0.651685393258427, 'recall': 0.3945578231292517, 'f1-score': 0.4915254237288136, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7530112727339598, 'recall': 0.6692499784724016, 'f1-score': 0.6942163201118294, 'support': 700.0}, 'weighted avg': {'precision': 0.8117802828297689, 'recall': 0.8285714285714286, 'f1-score': 0.8117770400139788, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 89}, 1: {'No-SCR': 31, 'SCR': 58}}",368
Naive Bayes,15,Unigrama + Bigrama,False,Parcial,0.8271428571428572,"{'Non SCR': {'precision': 0.8776223776223776, 'recall': 0.9077757685352622, 'f1-score': 0.8924444444444445, 'support': 553.0}, 'SCR': {'precision': 0.6015625, 'recall': 0.5238095238095238, 'f1-score': 0.56, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7395924388111887, 'recall': 0.715792646172393, 'f1-score': 0.7262222222222223, 'support': 700.0}, 'weighted avg': {'precision': 0.8196498033216784, 'recall': 0.8271428571428572, 'f1-score': 0.8226311111111111, 'support': 700.0}}","{0: {'No-SCR': 502, 'SCR': 70}, 1: {'No-SCR': 51, 'SCR': 77}}",368
SVM,15,Unigrama + Bigrama,False,Parcial,0.8285714285714286,"{'Non SCR': {'precision': 0.8486312399355878, 'recall': 0.9529837251356239, 'f1-score': 0.8977853492333902, 'support': 553.0}, 'SCR': {'precision': 0.6708860759493671, 'recall': 0.36054421768707484, 'f1-score': 0.4690265486725664, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7597586579424774, 'recall': 0.6567639714113493, 'f1-score': 0.6834059489529782, 'support': 700.0}, 'weighted avg': {'precision': 0.8113047554984815, 'recall': 0.8285714285714286, 'f1-score': 0.8077460011156172, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 94}, 1: {'No-SCR': 26, 'SCR': 53}}",368
Logistic Regression (L1),15,Unigrama + Bigrama,False,Parcial,0.8342857142857143,"{'Non SCR': {'precision': 0.8541329011345219, 'recall': 0.9529837251356239, 'f1-score': 0.9008547008547009, 'support': 553.0}, 'SCR': {'precision': 0.6867469879518072, 'recall': 0.3877551020408163, 'f1-score': 0.4956521739130435, 'support': 147.0}, 'accuracy': 0.8342857142857143, 'macro avg': {'precision': 0.7704399445431646, 'recall': 0.6703694135882201, 'f1-score': 0.6982534373838722, 'support': 700.0}, 'weighted avg': {'precision': 0.8189818593661518, 'recall': 0.8342857142857143, 'f1-score': 0.8157621701969529, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 90}, 1: {'No-SCR': 26, 'SCR': 57}}",368
Logistic Regression (L2),15,Unigrama + Bigrama,False,Parcial,0.8285714285714286,"{'Non SCR': {'precision': 0.8543371522094927, 'recall': 0.9439421338155516, 'f1-score': 0.8969072164948454, 'support': 553.0}, 'SCR': {'precision': 0.651685393258427, 'recall': 0.3945578231292517, 'f1-score': 0.4915254237288136, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7530112727339598, 'recall': 0.6692499784724016, 'f1-score': 0.6942163201118294, 'support': 700.0}, 'weighted avg': {'precision': 0.8117802828297689, 'recall': 0.8285714285714286, 'f1-score': 0.8117770400139788, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 89}, 1: {'No-SCR': 31, 'SCR': 58}}",368
Naive Bayes,15,Unigrama + Bigrama,False,Total,0.8314285714285714,"{'Non SCR': {'precision': 0.8631051752921536, 'recall': 0.9349005424954792, 'f1-score': 0.8975694444444444, 'support': 553.0}, 'SCR': {'precision': 0.6435643564356436, 'recall': 0.4421768707482993, 'f1-score': 0.5241935483870968, 'support': 147.0}, 'accuracy': 0.8314285714285714, 'macro avg': {'precision': 0.7533347658638986, 'recall': 0.6885387066218892, 'f1-score': 0.7108814964157706, 'support': 700.0}, 'weighted avg': {'precision': 0.8170016033322866, 'recall': 0.8314285714285714, 'f1-score': 0.8191605062724014, 'support': 700.0}}","{0: {'No-SCR': 517, 'SCR': 82}, 1: {'No-SCR': 36, 'SCR': 65}}",200
SVM,15,Unigrama + Bigrama,False,Total,0.8314285714285714,"{'Non SCR': {'precision': 0.8548123980424144, 'recall': 0.9475587703435805, 'f1-score': 0.8987993138936535, 'support': 553.0}, 'SCR': {'precision': 0.6666666666666666, 'recall': 0.3945578231292517, 'f1-score': 0.49572649572649574, 'support': 147.0}, 'accuracy': 0.8314285714285714, 'macro avg': {'precision': 0.7607395323545405, 'recall': 0.671058296736416, 'f1-score': 0.6972629048100747, 'support': 700.0}, 'weighted avg': {'precision': 0.8153017944535074, 'recall': 0.8314285714285714, 'f1-score': 0.8141540220785505, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 89}, 1: {'No-SCR': 29, 'SCR': 58}}",200
Logistic Regression (L1),15,Unigrama + Bigrama,False,Total,0.82,"{'Non SCR': {'precision': 0.8416, 'recall': 0.9511754068716094, 'f1-score': 0.8930390492359932, 'support': 553.0}, 'SCR': {'precision': 0.64, 'recall': 0.32653061224489793, 'f1-score': 0.43243243243243246, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7408, 'recall': 0.6388530095582536, 'f1-score': 0.6627357408342128, 'support': 700.0}, 'weighted avg': {'precision': 0.7992640000000001, 'recall': 0.82, 'f1-score': 0.7963116597072454, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 99}, 1: {'No-SCR': 27, 'SCR': 48}}",200
Logistic Regression (L2),15,Unigrama + Bigrama,False,Total,0.8214285714285714,"{'Non SCR': {'precision': 0.842948717948718, 'recall': 0.9511754068716094, 'f1-score': 0.8937977909940527, 'support': 553.0}, 'SCR': {'precision': 0.6447368421052632, 'recall': 0.3333333333333333, 'f1-score': 0.43946188340807174, 'support': 147.0}, 'accuracy': 0.8214285714285714, 'macro avg': {'precision': 0.7438427800269906, 'recall': 0.6422543701024713, 'f1-score': 0.6666298372010622, 'support': 700.0}, 'weighted avg': {'precision': 0.8013242240215925, 'recall': 0.8214285714285714, 'f1-score': 0.7983872504009966, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 98}, 1: {'No-SCR': 27, 'SCR': 49}}",200
Naive Bayes,15,Bigrama,True,Nenhuma,0.7914285714285715,"{'Non SCR': {'precision': 0.7988252569750367, 'recall': 0.9837251356238698, 'f1-score': 0.8816855753646677, 'support': 553.0}, 'SCR': {'precision': 0.5263157894736842, 'recall': 0.06802721088435375, 'f1-score': 0.12048192771084337, 'support': 147.0}, 'accuracy': 0.7914285714285715, 'macro avg': {'precision': 0.6625705232243604, 'recall': 0.5258761732541117, 'f1-score': 0.5010837515377555, 'support': 700.0}, 'weighted avg': {'precision': 0.7415982687997527, 'recall': 0.7914285714285715, 'f1-score': 0.7218328093573646, 'support': 700.0}}","{0: {'No-SCR': 544, 'SCR': 137}, 1: {'No-SCR': 9, 'SCR': 10}}",87
SVM,15,Bigrama,True,Nenhuma,0.7857142857142857,"{'Non SCR': {'precision': 0.803921568627451, 'recall': 0.9638336347197106, 'f1-score': 0.8766447368421053, 'support': 553.0}, 'SCR': {'precision': 0.4594594594594595, 'recall': 0.11564625850340136, 'f1-score': 0.18478260869565216, 'support': 147.0}, 'accuracy': 0.7857142857142857, 'macro avg': {'precision': 0.6316905140434552, 'recall': 0.539739946611556, 'f1-score': 0.5307136727688787, 'support': 700.0}, 'weighted avg': {'precision': 0.7315845257021728, 'recall': 0.7857142857142857, 'f1-score': 0.7313536899313501, 'support': 700.0}}","{0: {'No-SCR': 533, 'SCR': 130}, 1: {'No-SCR': 20, 'SCR': 17}}",87
Logistic Regression (L1),15,Bigrama,True,Nenhuma,0.7957142857142857,"{'Non SCR': {'precision': 0.8050595238095238, 'recall': 0.9783001808318263, 'f1-score': 0.883265306122449, 'support': 553.0}, 'SCR': {'precision': 0.5714285714285714, 'recall': 0.10884353741496598, 'f1-score': 0.18285714285714286, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.6882440476190477, 'recall': 0.5435718591233961, 'f1-score': 0.533061224489796, 'support': 700.0}, 'weighted avg': {'precision': 0.7559970238095239, 'recall': 0.7957142857142857, 'f1-score': 0.7361795918367348, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 131}, 1: {'No-SCR': 12, 'SCR': 16}}",87
Logistic Regression (L2),15,Bigrama,True,Nenhuma,0.7885714285714286,"{'Non SCR': {'precision': 0.8, 'recall': 0.976491862567812, 'f1-score': 0.8794788273615635, 'support': 553.0}, 'SCR': {'precision': 0.48, 'recall': 0.08163265306122448, 'f1-score': 0.13953488372093023, 'support': 147.0}, 'accuracy': 0.7885714285714286, 'macro avg': {'precision': 0.64, 'recall': 0.5290622578145182, 'f1-score': 0.5095068555412469, 'support': 700.0}, 'weighted avg': {'precision': 0.7328, 'recall': 0.7885714285714286, 'f1-score': 0.7240905991970304, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 135}, 1: {'No-SCR': 13, 'SCR': 12}}",87
Naive Bayes,15,Bigrama,True,Parcial,0.7914285714285715,"{'Non SCR': {'precision': 0.7988252569750367, 'recall': 0.9837251356238698, 'f1-score': 0.8816855753646677, 'support': 553.0}, 'SCR': {'precision': 0.5263157894736842, 'recall': 0.06802721088435375, 'f1-score': 0.12048192771084337, 'support': 147.0}, 'accuracy': 0.7914285714285715, 'macro avg': {'precision': 0.6625705232243604, 'recall': 0.5258761732541117, 'f1-score': 0.5010837515377555, 'support': 700.0}, 'weighted avg': {'precision': 0.7415982687997527, 'recall': 0.7914285714285715, 'f1-score': 0.7218328093573646, 'support': 700.0}}","{0: {'No-SCR': 544, 'SCR': 137}, 1: {'No-SCR': 9, 'SCR': 10}}",87
SVM,15,Bigrama,True,Parcial,0.7857142857142857,"{'Non SCR': {'precision': 0.803921568627451, 'recall': 0.9638336347197106, 'f1-score': 0.8766447368421053, 'support': 553.0}, 'SCR': {'precision': 0.4594594594594595, 'recall': 0.11564625850340136, 'f1-score': 0.18478260869565216, 'support': 147.0}, 'accuracy': 0.7857142857142857, 'macro avg': {'precision': 0.6316905140434552, 'recall': 0.539739946611556, 'f1-score': 0.5307136727688787, 'support': 700.0}, 'weighted avg': {'precision': 0.7315845257021728, 'recall': 0.7857142857142857, 'f1-score': 0.7313536899313501, 'support': 700.0}}","{0: {'No-SCR': 533, 'SCR': 130}, 1: {'No-SCR': 20, 'SCR': 17}}",87
Logistic Regression (L1),15,Bigrama,True,Parcial,0.7957142857142857,"{'Non SCR': {'precision': 0.8050595238095238, 'recall': 0.9783001808318263, 'f1-score': 0.883265306122449, 'support': 553.0}, 'SCR': {'precision': 0.5714285714285714, 'recall': 0.10884353741496598, 'f1-score': 0.18285714285714286, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.6882440476190477, 'recall': 0.5435718591233961, 'f1-score': 0.533061224489796, 'support': 700.0}, 'weighted avg': {'precision': 0.7559970238095239, 'recall': 0.7957142857142857, 'f1-score': 0.7361795918367348, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 131}, 1: {'No-SCR': 12, 'SCR': 16}}",87
Logistic Regression (L2),15,Bigrama,True,Parcial,0.7885714285714286,"{'Non SCR': {'precision': 0.8, 'recall': 0.976491862567812, 'f1-score': 0.8794788273615635, 'support': 553.0}, 'SCR': {'precision': 0.48, 'recall': 0.08163265306122448, 'f1-score': 0.13953488372093023, 'support': 147.0}, 'accuracy': 0.7885714285714286, 'macro avg': {'precision': 0.64, 'recall': 0.5290622578145182, 'f1-score': 0.5095068555412469, 'support': 700.0}, 'weighted avg': {'precision': 0.7328, 'recall': 0.7885714285714286, 'f1-score': 0.7240905991970304, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 135}, 1: {'No-SCR': 13, 'SCR': 12}}",87
Naive Bayes,15,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
SVM,15,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
Logistic Regression (L1),15,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
Logistic Regression (L2),15,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
Naive Bayes,15,Bigrama,False,Nenhuma,0.7957142857142857,"{'Non SCR': {'precision': 0.8005865102639296, 'recall': 0.9873417721518988, 'f1-score': 0.8842105263157894, 'support': 553.0}, 'SCR': {'precision': 0.6111111111111112, 'recall': 0.07482993197278912, 'f1-score': 0.13333333333333333, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.7058488106875204, 'recall': 0.5310858520623439, 'f1-score': 0.5087719298245614, 'support': 700.0}, 'weighted avg': {'precision': 0.7607966764418377, 'recall': 0.7957142857142857, 'f1-score': 0.7265263157894737, 'support': 700.0}}","{0: {'No-SCR': 546, 'SCR': 136}, 1: {'No-SCR': 7, 'SCR': 11}}",87
SVM,15,Bigrama,False,Nenhuma,0.7871428571428571,"{'Non SCR': {'precision': 0.8051359516616314, 'recall': 0.9638336347197106, 'f1-score': 0.8773662551440329, 'support': 553.0}, 'SCR': {'precision': 0.47368421052631576, 'recall': 0.12244897959183673, 'f1-score': 0.1945945945945946, 'support': 147.0}, 'accuracy': 0.7871428571428571, 'macro avg': {'precision': 0.6394100810939736, 'recall': 0.5431413071557737, 'f1-score': 0.5359804248693137, 'support': 700.0}, 'weighted avg': {'precision': 0.735531086023215, 'recall': 0.7871428571428571, 'f1-score': 0.7339842064286508, 'support': 700.0}}","{0: {'No-SCR': 533, 'SCR': 129}, 1: {'No-SCR': 20, 'SCR': 18}}",87
Logistic Regression (L1),15,Bigrama,False,Nenhuma,0.7928571428571428,"{'Non SCR': {'precision': 0.8008849557522124, 'recall': 0.9819168173598554, 'f1-score': 0.8822095857026807, 'support': 553.0}, 'SCR': {'precision': 0.5454545454545454, 'recall': 0.08163265306122448, 'f1-score': 0.14201183431952663, 'support': 147.0}, 'accuracy': 0.7928571428571428, 'macro avg': {'precision': 0.6731697506033789, 'recall': 0.53177473521054, 'f1-score': 0.5121107100111036, 'support': 700.0}, 'weighted avg': {'precision': 0.7472445695897024, 'recall': 0.7928571428571428, 'f1-score': 0.7267680579122183, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 135}, 1: {'No-SCR': 10, 'SCR': 12}}",87
Logistic Regression (L2),15,Bigrama,False,Nenhuma,0.7942857142857143,"{'Non SCR': {'precision': 0.802962962962963, 'recall': 0.9801084990958409, 'f1-score': 0.8827361563517915, 'support': 553.0}, 'SCR': {'precision': 0.56, 'recall': 0.09523809523809523, 'f1-score': 0.16279069767441862, 'support': 147.0}, 'accuracy': 0.7942857142857143, 'macro avg': {'precision': 0.6814814814814816, 'recall': 0.537673297166968, 'f1-score': 0.5227634270131051, 'support': 700.0}, 'weighted avg': {'precision': 0.7519407407407407, 'recall': 0.7942857142857143, 'f1-score': 0.7315476100295433, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 133}, 1: {'No-SCR': 11, 'SCR': 14}}",87
Naive Bayes,15,Bigrama,False,Parcial,0.7957142857142857,"{'Non SCR': {'precision': 0.8005865102639296, 'recall': 0.9873417721518988, 'f1-score': 0.8842105263157894, 'support': 553.0}, 'SCR': {'precision': 0.6111111111111112, 'recall': 0.07482993197278912, 'f1-score': 0.13333333333333333, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.7058488106875204, 'recall': 0.5310858520623439, 'f1-score': 0.5087719298245614, 'support': 700.0}, 'weighted avg': {'precision': 0.7607966764418377, 'recall': 0.7957142857142857, 'f1-score': 0.7265263157894737, 'support': 700.0}}","{0: {'No-SCR': 546, 'SCR': 136}, 1: {'No-SCR': 7, 'SCR': 11}}",87
SVM,15,Bigrama,False,Parcial,0.7871428571428571,"{'Non SCR': {'precision': 0.8051359516616314, 'recall': 0.9638336347197106, 'f1-score': 0.8773662551440329, 'support': 553.0}, 'SCR': {'precision': 0.47368421052631576, 'recall': 0.12244897959183673, 'f1-score': 0.1945945945945946, 'support': 147.0}, 'accuracy': 0.7871428571428571, 'macro avg': {'precision': 0.6394100810939736, 'recall': 0.5431413071557737, 'f1-score': 0.5359804248693137, 'support': 700.0}, 'weighted avg': {'precision': 0.735531086023215, 'recall': 0.7871428571428571, 'f1-score': 0.7339842064286508, 'support': 700.0}}","{0: {'No-SCR': 533, 'SCR': 129}, 1: {'No-SCR': 20, 'SCR': 18}}",87
Logistic Regression (L1),15,Bigrama,False,Parcial,0.7928571428571428,"{'Non SCR': {'precision': 0.8008849557522124, 'recall': 0.9819168173598554, 'f1-score': 0.8822095857026807, 'support': 553.0}, 'SCR': {'precision': 0.5454545454545454, 'recall': 0.08163265306122448, 'f1-score': 0.14201183431952663, 'support': 147.0}, 'accuracy': 0.7928571428571428, 'macro avg': {'precision': 0.6731697506033789, 'recall': 0.53177473521054, 'f1-score': 0.5121107100111036, 'support': 700.0}, 'weighted avg': {'precision': 0.7472445695897024, 'recall': 0.7928571428571428, 'f1-score': 0.7267680579122183, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 135}, 1: {'No-SCR': 10, 'SCR': 12}}",87
Logistic Regression (L2),15,Bigrama,False,Parcial,0.7942857142857143,"{'Non SCR': {'precision': 0.802962962962963, 'recall': 0.9801084990958409, 'f1-score': 0.8827361563517915, 'support': 553.0}, 'SCR': {'precision': 0.56, 'recall': 0.09523809523809523, 'f1-score': 0.16279069767441862, 'support': 147.0}, 'accuracy': 0.7942857142857143, 'macro avg': {'precision': 0.6814814814814816, 'recall': 0.537673297166968, 'f1-score': 0.5227634270131051, 'support': 700.0}, 'weighted avg': {'precision': 0.7519407407407407, 'recall': 0.7942857142857143, 'f1-score': 0.7315476100295433, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 133}, 1: {'No-SCR': 11, 'SCR': 14}}",87
Naive Bayes,15,Bigrama,False,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
SVM,15,Bigrama,False,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
Logistic Regression (L1),15,Bigrama,False,Total,0.79,"{'Non SCR': {'precision': 0.79, 'recall': 1.0, 'f1-score': 0.88268156424581, 'support': 553.0}, 'SCR': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.395, 'recall': 0.5, 'f1-score': 0.441340782122905, 'support': 700.0}, 'weighted avg': {'precision': 0.6241, 'recall': 0.79, 'f1-score': 0.6973184357541898, 'support': 700.0}}","{0: {'No-SCR': 553, 'SCR': 147}, 1: {'No-SCR': 0, 'SCR': 0}}",5
