S.#,Sentence,Label
3282,"Since updating phone, now the location tracking widget no longer works, and just stays locked and whatever the last location I was at was. ",SCR
3283,Have tried removing and replacing widget but no success.,SCR
3284," Highly irritating, as trivial as it may sound. ",Non SCR
3285,Was nice for a quick glance at what conditions are in 2 places at once.,Non SCR
3286,Chats are not yet updating if this app has an update,SCR
3287,little laggy but other the that fab!!!,Non SCR
3288,I like it but after last update the widgets disappeared.,SCR
3289,Every time I hit the emoji button it freezes the app. ,SCR
3290,On my galaxy screen plus phone and on my Dell windows 10 computer and on my chrome book. ,Non SCR
3291,This app can't even use its own functionalities with freezing,Non SCR
3292,"This app will put up obtrusive ads, constantly. ",Non SCR
3293,"In a previous review i thought there were pop-up ads in addition to the constant ads when you open the app, but it appears that was yet another app.",SCR
3294, I've added a star to the review.,Non SCR
3295,This app is now horrible. ,Non SCR
3296,"Slow to open up, and it takes a while to fully load. ",Non SCR
3297,"It stinks, gone downhill.",Non SCR
3298,I have a problem connecting P. ,Non SCR
3299,Muse and Muse Dash app games. ,Non SCR
3300,"I paid fully from the game and it doesn't want me to log myself in with this account, what's the problem here? ",SCR
3301,"My internet is completely fine here, if this problem isn't solved who else am I going to complain?",Non SCR
3302, P.Muse and Muse Dash developers isn't going to do anything about this problem since I'm having a problem with logging into the game where my data is saved.,Non SCR
3303,Good,Non SCR
3304,Good,Non SCR
3305,"Generally good quality sound, but it's confusing to have the phone option in the upper right hand corner of my screen, whereas the SMS option at the bottom appears to be the default.",SCR
3306,"Slow to load, has an ad that pops up when trying to exit app, has to be X'ed out because the back button doesn't work. ",SCR
3307,I'll use anything else without pop up ads. ,Non SCR
3308,No thanks.,Non SCR
3309,For the most part I like this app. ,Non SCR
3310,I have used it for years. ,Non SCR
3311,But recently the amount of ads is ridiculous. ,Non SCR
3312,Very annoying to have to watch a 45 second ad for every video.,Non SCR
3313,"If the game is good, I have no issues paying, but it is now based around a subscriber type platform. ",Non SCR
3314,"What would have normally been a $20 game, is now hundreds of dollars to play with any sort of regularity. ",Non SCR
3315,"I haven't downloaded a game in years, as I refuse to pay hundreds for what would normally be a $20 at my local EB Games type shop. ",SCR
3316,Basically nothing more than a scam is what Android based games have become.,Non SCR
3317,"Not so much the app, but the whole Google Pay ecosystem. ",Non SCR
3318,"Usually great, but last couple of updates Have glitch. ",Non SCR
3319,"The temperature on status line and app status pull down is static and show temp when I first opened app after last reboot, not current temp. ",SCR
3320,Only see correct/current temp by opening app. ,Non SCR
3321,"App also reset my ""follow me"" temp setting and display current temp setting . ",Non SCR
3322,Samsung Galaxy 9,Non SCR
3323,I can't make a among us log in because this app keeps showing a error not sure if it's this app but I litterly can't play the game normal,SCR
3324,Nice,SCR
3325,I like this app a lot because the weather information in extremely accurate! ,Non SCR
3326,It gives you any weather watches or warnings. ,Non SCR
3327,It also shows radar to show any incoming storms. ,Non SCR
3328,I also like the forecast for the next week or so. ,Non SCR
3329,I find this app helpful and highly reliable!,Non SCR
3330,In this app and in classroom imran in Google classroom and in Google meet we join our class. ,Non SCR
3331,My school make this app. ,Non SCR
3332,It's not a fun thing for playing. ,Non SCR
3333,My mam teaches in this appwe join the class and read School not open so we read in online. ,Non SCR
3334,You know so this app is good very very very good so I give him 5 star,Non SCR
3335,Forecast disagrees with other apps. ,Non SCR
3336,The temperature range bars for the daily are badly displayed and confusing.,SCR
3337,This game is nice I like this game,Non SCR
3338,The cover page for my area did not show wind today (wind icon) so i didn't check the details - only concerned about wind as i planned on bbqing later this afternoon. ,SCR
3339,when the wind started blowing /gusting early this afternoon i was totally cought off guard! so i looked at the details for today's weather - ,SCR
3340,It shows wind 21mph but no wind icon to indicate a windy day! ,SCR
3341,Shows the wind icon for tomorrow though... ,SCR
3342,Why wasn't the wind icon showing for today! ,SCR
3343,Totally ruined my plans for an easter bbq!,Non SCR
3344,"I usually use this app and widget exclusicely, but after the recent uodate the app and widget wont open. ",SCR
3345,I have had to look elsewhere for weather apps that are less user friendly. ,Non SCR
3346,Please fix.,Non SCR
3347,Too slow after update to get back as a normal. ,Non SCR
3348,Worse app.,Non SCR
3349,Incredible app! ,Non SCR
3350,I don't have a weather app on my phone until I downloaded this beautiful app. ,Non SCR
3351,It has real time location loads of details about the weather for the week and next week as well the layout is amazing rlly easy to locate what u want to change!!,Non SCR
3352, Keep up the great work,Non SCR
3353,It is not verify of weather,SCR
3354,13568oput,Non SCR
3355,"Even when call is ended, the app needs to be removed from background for it end properly.",Non SCR
3356, Audio fr other apps won't play like youtube or twitch even after ending a call.,Non SCR
3357,"I use the app on my galaxy s10 and whenever someone calls me or sends me a message, skype runs out of ideas and start lagging or not showing that my camera is on e.t.c. ",SCR
3358,Skype was way better couple yaers ago.,Non SCR
3359,Exelent,Non SCR
3360,"Really like this app, the app itself works well.",Non SCR
3361, Using this app has led to watching several different WC programs on TV. ,Non SCR
3362,"Hving an ""ad free"" app, that is truly ""ad free,"" is well worth the cost! Advertising has gone way overboard!",Non SCR
3363,On Android 11 is laggy and sometimes video isn't working when exiting and reentering the app with a video call active,SCR
3364,I love the graphic interface. ,Non SCR
3365,It simply looks good. ,Non SCR
3366,"That being said, the radar map is sub-par and also takes me to look at the wrong continent despite displaying my address whenever i look at the app. ",SCR
3367,It also has a bad habit of showing the wrong temperature on my status bar. ,SCR
3368,Sometimes it's only 22 degrees off. ,Non SCR
3369,The current record is 84 below the true temperature. ,Non SCR
3370,"The rain chances aren't always in the right ballpark, either. ",SCR
3371,"In other words, this app looks good but came deliver the content.",Non SCR
3372,"Please, I beg of you; let us edit our Skype Name. And I love Skype. ",SCR
3373,"As a freelancer, my livelihood depends on Skype. ",Non SCR
3374,Please let us edit our Skype Name in-app. ,Non SCR
3375,I want to give you Five Stars. ,Non SCR
3376,"But predicting that the negative reviews get more attention, as they affect ratings with a greater statistical significance, I am forced to give only one star. ",Non SCR
3377,"Sir/ Miss, please add the the ability to edit our Skype Name. ",SCR
3378,"Sorry for 1 Star, and huge thanks if you've read this review with empathy. ",Non SCR
3379,Stay safe.,Non SCR
3380,Complex at times,Non SCR
3381,Can be a bit tiring and difficult to regain control when one's account has been compromised.,SCR
3382,Yay saves all my progress in all games,Non SCR
3383,"Not working, since the new update the payment method doesn't open, you can't remove payment method at all anymore... ",SCR
3384,please fix the problem,Non SCR
3385,"Great app and great to check weather, just a little weirdly set up and I had to go in my settings to take away this bar that was always there that said the weather",Non SCR
3386,Excellent when everything works. ,Non SCR
3387,Ambient noise cancelling needs to be implemented at some point as I can often times hear the mice humping in the walls on the other person's audio feed. ,SCR
3388,That or I hear a double loop of my own voice relayed back to me. ,Non SCR
3389,I continue to use this as I'm relatively old school and don't need all the fancy features other programs and apps provide. ,Non SCR
3390,"This is simple, easy to operate and does it's intended job without convoluting itself with extra features like many others do.",Non SCR
3391,Not connected to weak signil,Non SCR
3392,I used to love this app. ,Non SCR
3393,Now I can get the forecast about a quarter of the time when it decides it actually wants to load something. ,Non SCR
3394,Such a drag.,Non SCR
3395,Lagging and only works half time,Non SCR
3396,???????Ò???????™ ???????? ???????? ?????????? ?????????? ???? ???ü?? ???????? ?????????¯ ?????????? ?ü???? ??????????,Non SCR
3397,Informative.there should be a place to put in certain cities towns and locations also to be directly informed other than just the reporting areas within each state. ,SCR
3398,It would be great. ,Non SCR
3399,Tennessee.,Non SCR
3400,"This app was my favorite for weather, it was great. ",Non SCR
3401,I've used it for years! ,Non SCR
3402,"Now they want people to subscribe and pay for access to things, and all it does is spin on different sections and never load any data. ",SCR
3403,"And the ads, omg, the ads. ",Non SCR
3404,It's annoying and I'm tired of it. ,Non SCR
3405,"I don't get my push alerts anymore about allergies, or any other alerts I've set up. ",SCR
